id,source_id,county_name,county_fips,location_name,address_line1,location_detail,city,state,state_fips,zip5,zip4,latitude,longitude,schedule,exceptions,notes,source,date_acquired,county_wide,van_precinct_ids
635,,HARRIS,201,TEXAS SOUTHERN UNIVERSITY,3201 WHEELER ST PARKING,,HOUSTON,TX,48,77004,,29.722315,-95.35978,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
636,,HARRIS,201,THE GRAND TUSCANY HOTEL,12801 NORTHWEST FREEWAY,,HOUSTON,TX,48,77040,,29.842325,-95.495923,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
637,,HARRIS,201,THE POWER CENTER,12401 SOUTH POST OAK ROAD,,HOUSTON,TX,48,77045,,29.645796,-95.46265,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
638,,HARRIS,201,TOMBALL PUBLIC WORKS BUILDING,501 B JAMES STREET,,TOMBALL,TX,48,77375,,30.090635,-95.615373,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
639,,HARRIS,201,TOYOTA CENTER - DRIVE THRU,1510 POLK ST,,HOUSTON,TX,48,77002,,29.750901,-95.36213,10/18 12-7 10/19-10/24 7-7 10/25 7-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
640,,HARRIS,201,TRACY GEE COMMUNITY CENTER,3599 WESTCENTER DRIVE,,HOUSTON,TX,48,77042,,29.726068,-95.553495,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/28 7-10 10/29 7-11:59 10/30 12-7,,,State Party,2020-10-27,TRUE,
641,,HARRIS,201,TRINI MENDENHALL COMMUNITY CENTER,1414 WIRT ROAD,,HOUSTON,TX,48,77055,,29.795773,-95.484145,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
642,,HARRIS,201,UNITY OF HOUSTON ANNEX,2819 HILLCROFT STREET,,HOUSTON,TX,48,77057,,29.735468,-95.500249,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
643,,HARRIS,201,UNIVERSITY OF HOUSTON,4800 CALHOUN ROAD,,HOUSTON,TX,48,77004,,29.720205,-95.343107,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
644,,HARRIS,201,UNIVERSITY OF HOUSTON CLEAR LAKE,2700 BAY AREA BLVD,,HOUSTON,TX,48,77058,,29.577609,-95.106755,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
645,,HARRIS,201,VICTORY HOUSTON,809 WEST ROAD,,HOUSTON,TX,48,77038,,29.914292,-95.434624,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/28 7-10 10/29 7-11:59 10/30 12-7,,,State Party,2020-10-27,TRUE,
646,,HARRIS,201,WEBSTER RECREATION CENTER,311 PENNSYLVANIA AVENUE,,WEBSTER,TX,48,77598,,29.532649,-95.119966,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
647,,HARRIS,201,WEST END MULTI SERVICE CENTER,170 HEIGHTS BOULEVARD,,HOUSTON,TX,48,77007,,29.772841,-95.396875,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
648,,HARRIS,201,WHEELER AVENUE BAPTIST CHURCH FELLOWSHIP HALL,3826 WHEELER AVENUE,,HOUSTON,TX,48,77004,,29.718076,-95.351843,10/18 12-7 10/19-10/23 7-7 10/25 12-7 10/26 7-7 10/27-10/29 7-10 10/30 7-7,,,State Party,2020-10-27,TRUE,
649,,HARRISON,203,ESD 9 CENTRAL FIRE STATION,130 FM 451,,ELYSIAN FIELDS,TX,48,75642,,32.371264,-94.182301,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
650,,HARRISON,203,GOLD HALL,101 ELM,,HALLSVILLE,TX,48,75650,,32.506059,-94.576051,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
651,,HARRISON,203,HARLETON COMMUNITY CENTER,4335 COMMUNITY STREET,,HARLETON,TX,48,75651,,32.676919,-94.531537,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
652,,HARRISON,203,HARRISON COUNTY ELECTIONS OFFICE,415 E BURLESON STREET,,MARSHALL,TX,48,75670,,32.547531,-94.363296,10/19-10/22 8-5 10/23 7-7 10/24 9-5 10/25 1-5 10/26-10/29 8-5 10/30 7-7,,,State Party,2020-10-27,TRUE,
653,,HARRISON,203,TJ TAYLOR COMMUNITY CENTER,15593 FM 134,,KARNACK,TX,48,75661,,32.666089,-94.169142,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
654,,HARRISON,203,WASKOM SUB-COURTHOUSE,165 W  AVENUE,,WASKOM,TX,48,75692,,32.518392,-94.135507,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
655,,HARRISON,203,WOODLAND HILLS BAPTIST CHURCH,2105 EAST LOOP 281,,LONGVIEW,TX,48,75601,,32.518247,-94.683241,10/19-10/22 8 AM-5 PM; 10/23 7 AM-7 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
656,,HARTLEY,205,HARTLEY COUNTY COURTHOUSE,900 MAIN STREET,,CHANNING,TX,48,79018,,35.681863,-102.332751,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
657,,HARTLEY,205,HARTLEY COUNTY JUSTICE CENTER,1401 WALNUT AVE,,DALHART,TX,48,79022,,36.051934,-102.515077,10/19 8-5 10/20 7-7 10/21-10/23 8-5 10/26 8-5 10/27 7-7 10/28-10/30 8-5,,,State Party,2020-10-27,TRUE,
658,,HASKELL,207,HASKELL COUNTY LIBRARY,300 AVENUE E,,HASKELL,TX,48,79521,,33.159554,-99.733893,10/13-10/30 08:00 AM-04:30 PM (Mon-Fri),,,State Party,2020-10-27,TRUE,
659,,HAYS,209,BUDA CITY HALL,405 E LOOP ST,,BUDA,TX,48,78610,,30.086618,-97.837436,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
660,,HAYS,209,DRIPPING SPRINGS RANCH PARK,1042 EVENT CENTER,,DRIPPING SPRINGS,TX,48,78620,,30.220546,-98.090377,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
661,,HAYS,209,HAYS CO. TRANS. YARRINGTON,2171 YARRINGTON,,KYLE,TX,48,78640,,29.935116,-97.871438,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
662,,HAYS,209,HAYS COUNTY GOVERNMENT CENTER,712 S STAGECOACH TRL,,SAN MARCOS,TX,48,78666,,29.86568,-97.954838,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
663,,HAYS,209,HAYS COUNTY PCT 4,195 ROGER HANKS PKWY,,DRIPPING SP,TX,48,78620,,30.195661,-98.106056,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
664,,HAYS,209,HCISD ADMIN-ARNOLD,21003 IH 35,,KYLE,TX,48,78640,,30.008446,-97.862536,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
665,,HAYS,209,KYLE CITY HALL,100 W CENTER ST,,KYLE,TX,48,78640,,29.988747,-97.875737,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
666,,HAYS,209,LIVE OAK ACAY HIGH SCHOOL,4820 JACK C HAYS TRAIL,,BUDA,TX,48,78610,,30.030029,-97.889541,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
667,,HAYS,209,LIVE OAK HEALTH,401 BROADWAY ST #C,,SAN MARCOS,TX,48,78666,,29.861587,-97.942949,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
668,,HAYS,209,SCUDDER PRIMARY SCHOOL,400 GREEN ACRES DR,,WIMBERLEY,TX,48,78676,,30.002502,-98.110809,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
669,,HAYS,209,TX STATE UNIVERSITY-PAC,405 N EDWARD GARY ST,,SAN MARCOS,TX,48,78666,,29.885842,-97.939766,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
670,,HAYS,209,WIMBERLEY COMMUNITY CENTER,14068 RANCH RD 12,,WIMBERLEY,TX,48,78676,,29.998927,-98.098759,10/18 1 PM-6 PM; 10/19-10/23 10 AM-7 PM; 10/24 7 AM-7 PM; 10/25 1 PM-6 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
671,,HEMPHILL,211,HEMPHILL COUNTY COURTHOUSE,400 MAIN ST,,CANADIAN,TX,48,79014,,35.91296,-100.383041,10/28 8AM-5PM; 10/29 7AM-7PM; 10/30 8AM-5PM,,,State Party,2020-10-27,TRUE,
672,,HENDERSON,213,CHANDLER COMMUNITY CENTER,811 HWY 31 EAST,,CHANDLER,TX,48,75758,,32.310881,-95.469157,10/19 7 AM-7 PM; 10/20-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/26 7 AM-7 PM; 10/27-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
673,,HENDERSON,213,LAKEVIEW ASSEMBLY OF GOD CHURCH,700 E. CEDAR CREEK PKWY,,SEVEN POINTS,TX,48,75143,,32.325021,-96.202217,10/19 7 AM-7 PM; 10/20-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/26 7 AM-7 PM; 10/27-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
674,,HENDERSON,213,THE TEXAN- A LANDMARK VENUE,209 E.TYLER ST.,,ATHENS,TX,48,75751,,32.205577,-95.853141,10/19 7 AM-7 PM; 10/20-10/23 8 AM-5 PM; 10/24 7 AM-7 PM; 10/26 7 AM-7 PM; 10/27-10/30 8 AM-5 PM,,,State Party,2020-10-27,TRUE,
675,,HIDALGO,215,ALTON RECREATION CENTER,349 W. DAWES AVE,,ALTON,TX,48,78573,,26.281497,-98.317097,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
676,,HIDALGO,215,AMIGOS DEL VALLE,1408 SILVER AVE,,DONNA,TX,48,78537,,26.165881,-98.047423,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
677,,HIDALGO,215,BANNWORTH GYM,1822 N. SHARY RD.,,MISSION,TX,48,78572,,26.216982,-98.284664,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
678,,HIDALGO,215,BUSINESS VISITOR & EVENT CTR.,275 S. KANSAS,,WESLACO,TX,48,78596,,26.16106,-97.98959,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
679,,HIDALGO,215,EDCOUCH FIRE STATION,200 W. SANTA ROSA AVE.,,EDCOUCH,TX,48,78538,,26.294144,-97.961999,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
680,,HIDALGO,215,ELECTIONS ANNEX,317 N. CLOSNER,,EDINBURG,TX,48,78541,,26.304006,-98.162445,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
681,,HIDALGO,215,ELSA FIRE STATION,216 E. 4TH ST.,,ELSA,TX,48,78543,,26.296086,-97.991515,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
682,,HIDALGO,215,FIREMAN'S PUMPHOUSE,201 N. 1ST ST.,,MCALLEN,TX,48,78501,,26.203191,-98.219183,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
683,,HIDALGO,215,GRANJENO CITY HALL,6603 S. FM 494,,GRANJENO,TX,48,78572,,26.135802,-98.300062,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
684,,HIDALGO,215,HIDALGO CITY HALL,704 E. RAMON AYALA,,HIDALGO,TX,48,78557,,26.104166,-98.254604,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
685,,HIDALGO,215,JOSE PEPE SALINAS CENTER,1011 W. KELLY AVE,,PHARR,TX,48,78577,,26.192628,-98.197509,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
686,,HIDALGO,215,LA JOYA YOUTH CENTER,604 SALOMON CHAPA DR.,,LA JOYA,TX,48,78560,,26.252338,-98.471047,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
687,,HIDALGO,215,LARK COMMUNITY CENTER,2601 LARK AVE.,,MCALLEN,TX,48,78504,,26.261766,-98.241342,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
688,,HIDALGO,215,MERCEDES CIVIC CENTER,520 E. 2ND ST.,,MERCEDES,TX,48,78570,,26.149817,-97.915004,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
689,,HIDALGO,215,MISSION PARKS AND RECREATION,721 BRYAN RD.,,MISSION,TX,48,78572,,26.210827,-98.310459,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
690,,HIDALGO,215,MONTE ALTO ELEMENTARY SCHOOL,25149 1ST ST. MONTE,,ALTO,TX,48,78538,,26.373698,-97.978257,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
691,,HIDALGO,215,MULTI PURPOSE BLDG.,500 E. 9TH ST.,,LA VILLA,TX,48,78562,,26.207812,-98.227644,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
692,,HIDALGO,215,PALM VIEW COMMUNITY CENTER,3401 JORDAN RD.,,MCALLEN,TX,48,78503,,26.185744,-98.263578,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
693,,HIDALGO,215,PCT. #3 THE MANSION,2401 N. MOOREFIELD RD.,,PALMVIEW,TX,48,78572,,26.237517,-98.354824,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
694,,HIDALGO,215,PENITAS PUBLIC LIBRARY,1111 S. MAIN ST.,,PENITAS,TX,48,78576,,26.230471,-98.445163,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
695,,HIDALGO,215,PHARR DEVELOPMENT & RESEARCH CTR.,850 W. DICKER RD.,,PHARR,TX,48,78577,,26.124897,-98.204517,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
696,,HIDALGO,215,PROGRESO COMMUNITY CENTER,510 N. FM 1015,,PROGRESO,TX,48,78579,,26.098363,-97.949957,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
697,,HIDALGO,215,SAN CARLOS ENDOWMENT CENTER,107 N. SUNFLOWER,,EDINBURG,TX,48,78542,,26.293481,-98.046604,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
698,,HIDALGO,215,SAN JUAN FIRE STATION #2,2301 N. RAUL LONGORIA RD.,,SAN JUAN,TX,48,78589,,26.217858,-98.150044,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
699,,HIDALGO,215,SAN JUAN MEMORIAL LIBRARY,1010 S. STANDARD AVE.,,SAN JUAN,TX,48,78589,,26.18379,-98.156762,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
700,,HIDALGO,215,SGT. FERNANDO LIBRARY,416 N. TOWER,,ALAMO,TX,48,78516,,26.185135,-98.110616,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
701,,HIDALGO,215,STC NURSING BUILDING B,1901 S. MCCOLL RD.,,MCALLEN,TX,48,78503,,26.182537,-98.2156,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
702,,HIDALGO,215,STC PECAN COOPER CENTER,3201 PECAN BLVD,,MCALLEN,TX,48,78501,,26.218686,-98.254236,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
703,,HIDALGO,215,SULLIVAN CITY WIC CLINIC,500 S. CENIZO DRIVE,,SULLIVAN,TX,48,78595,,26.268533,-98.560069,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 10 AM-3 PM,,,State Party,2020-10-27,TRUE,
704,,HIDALGO,215,UTRGV,1201 W. UNIVERSITY DR.,,EDINBURG,TX,48,78541,,26.303244,-98.174322,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
705,,HIDALGO,215,VALLEY VIEW 5TH GRADE CAMPUS,9701 S. JACKSON RD.,,PHARR,TX,48,78577,,26.108663,-98.217614,10/18 10 AM-3 PM; 10/19-10/24 7 AM-7 PM; 10/25 10 AM-3 PM; 10/26-10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
706,,HILL,217,JOHN W. ERWIN COURTHOUSE ANNEX,200 E FRANKLIN ST,,HILLSBORO,TX,48,76645,,32.011726,-97.12842,10/13-10/30 Mon-Fri 8AM-5PM; 10/14 8AM-8PM,,,State Party,2020-10-27,TRUE,
707,,HOCKLEY,219,ANTON CITY HALL,400 ANTON MEMORIAL CIRCLE PARK,,ANTON,TX,48,79313,,33.770506,-102.192713,10/13-10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
708,,HOCKLEY,219,ELECTION OFFICE,911 AUSTIN,,LEVELLAND,TX,48,79336,,33.586397,-102.379022,10/15-10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
709,,HOCKLEY,219,ROPESVILLE CITY HALL,107 HOCKLEY MAIN,,ROPESVILLE,TX,48,79358,,33.410606,-102.155062,10/15-10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
710,,HOCKLEY,219,SUNDOWN CITY HALL,809 S SLAUGHTER,,SUNDOWN,TX,48,79372,,33.456919,-102.488959,10/13-10/30 09:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
711,,HOOD,221,ANNEX 1,1410 W PEARL ST,,GRANBURY,TX,48,76048,,32.441572,-97.803712,10/19-10/24 8 AM-5 PM; 10/26-10/27 7 AM-7 PM; 10/28-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
712,,HOPKINS,223,EARLY VOTING,115 PUTMAN,,SULPHUR SPRINGS,TX,48,75482,,33.136219,-95.60096,10/19-10/23 8-5 10/24 8-5 10/25 12-5 10/26 8-5 10/27 7-7 10/28 8-5 10/29 7-7 10/30 8-5,,,State Party,2020-10-27,TRUE,
713,,HOUSTON,225,FIRST UNITED METHODIST CHURCH,3913 US HWY 287 N,,GRAPELAND,TX,48,75844,,31.394424,-95.476369,10/29-10/30 08:00 AM-04:30 PM,,,State Party,2020-10-27,TRUE,
714,,HOUSTON,225,HOUSTON COUNTY SR CITIZEN CNTR,716 S WELLS STREET,,CROCKETT,TX,48,75835,,31.309321,-95.452758,10/13-10/30 Mon-Sat 8AM-4:30PM,,,State Party,2020-10-27,TRUE,
715,,HOUSTON,225,LOVELADY COMMUNITY CENTER,124 E COX STREET,,LOVELADY,TX,48,75851,,31.125178,-95.445499,10/29-10/30 08:00 AM-04:30 PM,,,State Party,2020-10-27,TRUE,
716,,HOWARD,227,COURTHOUSE,300 MAIN STREET BIG,,SPRING,TX,48,79720,,32.257176,-101.479631,10/19-10/23 08:00 AM-05:00 PM; 10/26-10/28 08:00 AM-05:00 PM; 10/29-10/30 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
717,,HUDSPETH,229,DESERT HAVEN FIRE STATION,21227 US-62,,EL PASO,TX,48,79938,,31.829769,-106.006119,10/13-10/30 8AM-5PM,,,State Party,2020-10-27,TRUE,
718,,HUDSPETH,229,EARLY,109 W. MILLICAN ST.,,SIERRA BLANCA,TX,48,79851,,31.179847,-105.357462,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
719,,HUNT,231,CADDO MILLS ISD ADMIN - EV,100 FOX LANE,,CADDO MILLS,TX,48,75135,,33.077817,-96.228873,10/13-10/30 08:00 AM-04:00 PM,,,State Party,2020-10-27,TRUE,
720,,HUNT,231,FLETCHER WARREN CIVIC CENTER,5501 HWY 69 S.,,GREENVILLE,TX,48,75402,,33.114527,-96.089189,10/13-10/30 08:00 AM-05:00 PM,,,State Party,2020-10-27,TRUE,
721,,HUTCHINSON,233,FRITCH LIBRARY COMMUNITY ROOM,205 N CORNELL ST,,FRITCH,TX,48,79036,,35.641399,-101.604057,10/13-10/30 Mon-Fri 8AM-6PM; Courthouse: 10/19-10/20 7AM-7PM,,,State Party,2020-10-27,TRUE,
722,,HUTCHINSON,233,HUTCHINSON COUNTY ANNEX,1400 VETA ST,,BORGER,TX,48,79007,,35.684418,-101.388172,10/13-10/30 Mon-Fri 8AM-6PM; Courthouse: 10/19-10/20 7AM-7PM,,,State Party,2020-10-27,TRUE,
723,,HUTCHINSON,233,HUTCHINSON COUNTY COURT HOUSE,500 MAIN ST,,STINNETT,TX,48,79083,,35.827508,-101.442423,10/13-10/30 Mon-Fri 8AM-6PM; Courthouse: 10/19-10/20 7AM-7PM,,,State Party,2020-10-27,TRUE,
724,,IRION,235,IRION COUNTY COURT HOUSE,209 N. PARKVIEW,,MERTZON,TX,48,76941,,31.347682,-100.874701,10/19-10/22 8 AM-4:30 PM; 10/23 8 AM-4 PM; 10/26-10/29 8 AM-4:30 PM; 10/30 8 AM-4 PM,,,State Party,2020-10-27,TRUE,
725,,JACK,237,JACK COUNTY COURTHOUSE ASSEMBLY ROOM,100 NORTH MAIN STREET SUITE #104,,JACKSBORO,TX,48,76458,,33.218781,-98.158052,10/19-10/23 8 AM-5 PM; 10/24 9 AM-2 PM; 10/26-10/29 8 AM-5 PM; 10/30 7 AM-7 PM,,,State Party,2020-10-27,TRUE,
726,,JACKSON,239,JACKSON COUNTY COURTHOUSE LOBBY -EARLY VOTE,115 W. MAIN ST,,EDNA,TX,48,77957,,28.977827,-96.647551,"10/13-10/16, 10/19-10/22, 10/26-10/29: 8AM-5PM, 10/27, 10/18, 10/30: 7AM-7PM",,,State Party,2020-10-27,TRUE,
727,,JASPER,241,BUNA SUB COURTHOUSE,33625 US HWY 96 N.,,BUNA,TX,48,77612,,30.459984,-93.962093,11/03 07:00 AM-07:00 PM,,,State Party,2020-10-27,TRUE,
